brand,name,city,state,lat,lng,geo_precision,platform,platform_key,platform_loc,ring_status,nearest_pool,nearest_mi,n_pools_in_ring,enrolled_estimate,capacity_observed,utilization_pct,evidence,kind,per_lesson,monthly_price,price_method
Aqua-Tots,Aqua-Tots Swim School - Hoover,Hoover,AL,33.3884453,-86.8081469,,pike13,hoover,,prospective,Sandy Plains,141.98,0,381,604,63.1,observed_published_capacity,published,32.5,140.72,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Surprise,Surprise,AZ,33.6371843,-112.359762,,pike13,surprise,,prospective,Gilbert,36.68,0,689,988,69.7,observed_published_capacity,published,30.0,129.9,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Glendale,Glendale,AZ,33.6467173,-112.2349554,,pike13,glendale,,prospective,Gilbert,31.04,0,753,972,77.5,observed_published_capacity,published,28.0,121.24,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Ahwatukee,Phoenix,AZ,33.3176367,-111.9832843,,pike13,ahwatukee,,prospective,Gilbert,10.87,0,618,780,79.2,observed_published_capacity,published,30.0,129.9,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - North Phoenix,Phoenix,AZ,33.6988861,-112.1012447,,pike13,north-phoenix,,prospective,Gilbert,28.15,0,753,1058,71.2,observed_published_capacity,published,27.0,116.91,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Central Phoenix,Phoenix,AZ,33.5516602,-112.0603478,,pike13,central-phoenix,,prospective,Gilbert,19.09,0,459,716,64.1,observed_published_capacity,published,28.0,121.24,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Old Town Scottsdale,Scottsdale,AZ,33.4963273,-111.9179919,,pike13,old-town-scottsdale,,prospective,Gilbert,10.62,0,498,748,66.6,observed_published_capacity,published,32.0,138.56,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Queen Creek,Queen Creek,AZ,33.2544336,-111.6363545,,pike13,queen-creek,,prospective,Gilbert,12.85,0,478,696,68.7,observed_published_capacity,published,29.0,125.57,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Paradise Valley,Paradise Valley,AZ,33.6022634,-111.9788077,,pike13,paradise-valley,,prospective,Gilbert,18.65,0,794,1156,68.7,observed_published_capacity,published,32.0,138.56,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Gilbert,Gilbert,AZ,33.3077553,-111.7731137,,pike13,gilbert,,in_ring,Gilbert,4.95,1,376,540,69.6,observed_published_capacity,published,35.0,151.55,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Chandler,Chandler,AZ,33.2462265,-111.8449145,,pike13,chandler,,in_ring,Gilbert,9.06,1,350,468,74.8,observed_published_capacity,published,22.25,96.34,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Mesa,Mesa,AZ,33.395247,-111.73998117,,pike13,mesa,,in_ring,Gilbert,4.16,1,762,972,78.4,observed_published_capacity,published,35.0,151.55,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - San Dimas,San Dimas,CA,34.1036674,-117.8188952,,pike13,san-dimas,,prospective,Lakewood,25.15,0,596,912,65.4,observed_published_capacity,published,45.0,194.85,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Hawaiian Gardens,Hawaiian Gardens,CA,33.8301323,-118.0726667,,pike13,hawaiian-gardens,,in_ring,Lakewood,4.09,1,782,1060,73.8,observed_published_capacity,published,35.5,153.72,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Roseville,Roseville,CA,38.743917,-121.2567472,,pike13,roseville,,prospective,Torrance,376.05,0,945,1372,68.9,observed_published_capacity,published,33.46,144.88,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - La Mesa,La Mesa,CA,32.7822553,-117.0327129,,pike13,la-mesa,,prospective,San Diego - Point Loma,10.81,0,1740,2100,82.9,observed_published_capacity,published,43.0,186.19,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Anaheim,Anaheim,CA,33.8309997,-118.0013133,,pike13,anaheim,,in_ring,Lakewood,8.0,2,1502,1788,84.0,observed_published_capacity,published,35.5,153.72,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Tustin,Tustin,CA,33.747403,-117.80836,,pike13,tustin,,in_ring,Tustin,1.79,1,1156,1632,70.8,observed_published_capacity,published,29.0,125.57,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Rancho Cucamonga,Rancho Cucamonga,CA,34.1226045,-117.6173888,,pike13,rancho-cucamonga,,prospective,Tustin,29.33,0,1266,1716,73.8,observed_published_capacity,published,45.0,194.85,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Otay Ranch,Chula Vista,CA,32.6238402,-116.9691678,,pike13,otay-ranch,,prospective,San Diego - Point Loma,16.84,0,1993,2348,84.9,observed_published_capacity,published,26.0,112.58,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Orange,Orange,CA,33.8033045,-117.8393301,,pike13,orange,,in_ring,Tustin,6.04,1,1662,1992,83.4,observed_published_capacity,published,28.0,121.24,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Costa Mesa,Costa Mesa,CA,33.6551448,-117.9197694,,pike13,costa-mesa,,in_ring,Huntington Beach,4.87,2,1214,1576,77.0,observed_published_capacity,published,28.0,121.24,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Arvada,Arvada,CO,39.8405727,-105.0833473,,pike13,arvada,,in_ring,Northglenn,5.85,1,673,776,86.7,observed_published_capacity,published,34.5,149.38,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Lone Tree,Lone Tree,CO,39.5615948,-104.900662,,pike13,lone-tree,,in_ring,Centennial,8.53,1,536,648,82.7,observed_published_capacity,published,31.75,137.48,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Littleton,Littleton,CO,39.6081044,-105.0998546,,pike13,littleton,,prospective,Centennial,18.42,0,700,816,85.8,observed_published_capacity,published,32.5,140.72,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Fort Lauderdale,Fort Lauderdale,FL,26.1895251,-80.1240191,,pike13,fort-lauderdale,,prospective,Pembroke Pines,16.75,0,582,724,80.4,observed_published_capacity,published,33.0,142.89,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Oviedo,Oviedo,FL,28.64985,81.205309,,pike13,oviedo,,prospective,Methuen,7201.6,0,557,712,78.2,observed_published_capacity,published,30.0,129.9,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Sarasota,Sarasota,FL,27.3002302,-82.5176253,,pike13,sarasota,,prospective,Pembroke Pines,163.33,0,501,708,70.8,observed_published_capacity,published,34.0,147.22,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Davie,Davie,FL,26.1096563,-80.3044565,,pike13,davie,,in_ring,Pembroke Pines,7.03,1,916,1148,79.8,observed_published_capacity,published,33.0,142.89,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Forsyth County,Cumming,GA,34.1411779,-84.173512,,pike13,forsyth-county,,in_ring,Johns Creek,6.95,1,726,880,82.5,observed_published_capacity,published,31.0,134.23,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Dunwoody,Dunwoody,GA,33.9510826,-84.3382031,,pike13,dunwoody,,in_ring,Roswell,6.42,4,382,444,86.0,observed_published_capacity,published,32.5,140.72,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Sandy Springs,Sandy Springs,GA,33.8989849,-84.3842378,,pike13,sandy-springs,,in_ring,Atlanta - North Druid Hills,5.82,1,357,492,72.6,observed_published_capacity,published,31.0,134.23,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - East Cobb,Marietta,GA,33.9790066,-84.4229289,,pike13,east-cobb,,in_ring,Sandy Plains,4.59,2,339,440,77.0,observed_published_capacity,published,30.0,129.9,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Roswell,Roswell,GA,34.0638346,-84.4008846,,pike13,roswell,,in_ring,Roswell,3.71,2,324,432,75.0,observed_published_capacity,published,30.0,129.9,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Briarcliff,Atlanta,GA,33.816545,-84.3365073,,pike13,briarcliff,,in_ring,Atlanta - North Druid Hills,0.75,1,577,828,69.7,observed_published_capacity,published,31.75,137.48,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Douglasville,Douglasville,GA,33.7282147,-84.7407459,,pike13,douglasville,,prospective,Atlanta - North Druid Hills,24.44,0,712,928,76.7,observed_published_capacity,published,32.0,138.56,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Kennesaw,Kennesaw,GA,34.017829,-84.6217702,,pike13,kennesaw,,in_ring,Sandy Plains,9.14,1,541,980,55.2,observed_published_capacity,published,35.0,151.55,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Atlanta/Westside Village,Atlanta,GA,33.8168307,-84.4265237,,pike13,atlanta-westside-village,,in_ring,Atlanta - North Druid Hills,5.47,1,484,644,75.2,observed_published_capacity,published,32.5,140.72,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Alpharetta,Alpharetta,GA,34.0208865,-84.274339,,pike13,alpharetta,,in_ring,Johns Creek,3.59,2,396,508,78.0,observed_published_capacity,published,31.75,137.48,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Des Moines,Des Moines,IA,41.5650584,-93.8083577,,pike13,des-moines,,prospective,O'Fallon,252.94,0,398,556,71.6,observed_published_capacity,published,29.0,125.57,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Boise,Eagle,ID,43.6837738,-116.3168472,,pike13,boise,,prospective,Cottonwood Heights,311.39,0,277,392,70.7,observed_published_capacity,published,30.0,129.9,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Peoria,Peoria,IL,40.781754,-89.679914,,pike13,peoria,,prospective,Naperville,105.3,0,727,984,73.9,observed_published_capacity,published,30.0,129.9,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Wheaton,Wheaton,IL,41.8307923,-88.0913546,,pike13,wheaton,,in_ring,Geneva,2.8,3,221,352,62.8,observed_published_capacity,published,36.0,155.88,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Orland Park,Orland Park,IL,41.6079533,-87.849452,,pike13,orland-park,,prospective,Naperville,16.9,0,440,548,80.3,observed_published_capacity,published,30.0,129.9,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - North Indianapolis,Indianapolis,IN,39.9258119,-86.0898738,,pike13,north-indianapolis,,in_ring,Noblesville,9.57,1,518,764,67.8,observed_published_capacity,published,32.0,138.56,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Schererville,Schererville,IN,41.4823702,-87.4391548,,pike13,schererville,,prospective,Chicago - Lincoln Park,32.88,0,743,916,81.1,observed_published_capacity,published,33.0,142.89,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Prairie Village,Prairie Village,KS,38.9574188,-94.6481579,,pike13,prairie-village,,prospective,O'Fallon,212.74,0,407,556,73.2,observed_published_capacity,published,35.0,151.55,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Olathe,Olathe,KS,38.9097679,-94.7683742,,pike13,olathe,,prospective,O'Fallon,219.11,0,616,760,81.1,observed_published_capacity,published,35.0,151.55,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Lexington-Hamburg,Lexington,KY,38.0208858,-84.414118,,pike13,hamburg,,prospective,Noblesville,158.56,0,361,568,63.6,observed_published_capacity,published,30.0,129.9,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Louisville,Louisville,KY,38.2425716,-85.5467109,,pike13,louisville,,prospective,Noblesville,122.5,0,568,733,77.5,observed_published_capacity,published,30.0,129.9,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Lexington,Lexington,KY,37.9957532,-84.531698,,pike13,lexington,,prospective,Noblesville,156.94,0,361,568,63.6,observed_published_capacity,published,30.0,129.9,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Braintree,Braintree,MA,42.1915974,-70.9867806,,pike13,braintree,,prospective,Framingham,22.66,0,514,864,59.5,observed_published_capacity,published,40.0,173.2,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Norwood,Norwood,MA,42.1782761,-71.19443,,pike13,norwood,,prospective,Framingham,13.83,0,1249,1708,73.1,observed_published_capacity,published,35.0,151.55,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Holland,Holland,MI,42.8174834,-86.0921185,,pike13,holland,,prospective,Wilmette,99.01,0,318,504,63.1,observed_published_capacity,published,37.5,162.38,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Grand Rapids,Grand Rapids,MI,42.9123177,-85.6059407,,pike13,grand-rapids,,prospective,Ann Arbor,104.6,0,321,564,56.9,observed_published_capacity,published,37.5,162.38,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Portage,Portage,MI,42.2136367,-85.5884638,,pike13,portage,,prospective,Ann Arbor,93.61,0,794,1084,73.2,observed_published_capacity,published,37.5,162.38,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Berkley,Berkley,MI,42.4951457,-83.1847318,,pike13,berkley,,prospective,Sterling Heights,11.9,0,1086,1398,77.7,observed_published_capacity,published,30.5,132.06,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Dearborn,Dearborn,MI,42.2990399,-83.2779964,,pike13,dearborn,,prospective,Ann Arbor,24.86,0,693,972,71.3,observed_published_capacity,published,30.5,132.06,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Woodhaven,Woodhaven,MI,42.1512535,-83.2281119,,pike13,woodhaven,,prospective,Ann Arbor,27.97,0,671,947,70.9,observed_published_capacity,published,30.5,132.06,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Troy,Troy,MI,42.5610397,-83.1337489,,pike13,troy,,in_ring,Sterling Heights,7.34,1,963,1180,81.6,observed_published_capacity,published,30.5,132.06,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Sterling Heights,Sterling Heights,MI,42.6257488,-82.9772272,,pike13,sterling-heights,,in_ring,Sterling Heights,2.09,1,860,1112,77.3,observed_published_capacity,published,30.5,132.06,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Novi,Novi,MI,42.4938468,-83.4868792,,pike13,novi,,prospective,Ann Arbor,22.01,0,1220,1616,75.5,observed_published_capacity,published,30.5,132.06,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Canton,Canton,MI,42.3502019,-83.469753,,pike13,canton,,prospective,Ann Arbor,16.42,0,887,1124,78.9,observed_published_capacity,published,30.5,132.06,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Auburn Hills,Auburn Hills,MI,42.7042621,-83.2899577,,pike13,auburn-hills,,prospective,Sterling Heights,16.4,0,592,843,70.2,observed_published_capacity,published,30.5,132.06,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Farmington Hills,Farmington Hills,MI,42.5276811,-83.3586525,,pike13,farmington-hills,,prospective,Sterling Heights,18.94,0,626,963,65.0,observed_published_capacity,published,30.5,132.06,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Edina,Edina,MN,44.8651241,-93.3534669,,pike13,edina,,prospective,Hoffman Estates,325.83,0,504,804,62.7,observed_published_capacity,published,35.0,151.55,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Eagan,Eagan,MN,44.7910176,-93.2183679,,pike13,eagan,,prospective,Hoffman Estates,317.47,0,430,616,69.8,observed_published_capacity,published,31.0,134.23,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Winston-Salem,Winston-Salem,NC,36.0848344,-80.3498482,,pike13,winston-salem,,prospective,Concord,53.45,0,356,680,52.4,observed_published_capacity,published,33.0,142.89,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Matthews,Matthews,NC,35.1233137,-80.7125628,,pike13,matthews,,in_ring,Charlotte - Pineville,8.08,1,827,1020,81.1,observed_published_capacity,published,31.0,134.23,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Holly Springs,Holly Springs,NC,35.6641342,-78.7967754,,pike13,holly-springs,,in_ring,Apex,7.02,1,688,872,78.9,observed_published_capacity,published,30.0,129.9,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Raleigh,Raleigh,NC,35.899677,-78.6555187,,pike13,raleigh,,prospective,Apex,16.21,0,759,936,81.1,observed_published_capacity,published,32.5,140.72,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Myers Park,Charlotte,NC,35.1705929,-80.8088156,,pike13,myers-park,,in_ring,Charlotte - Pineville,6.16,1,537,668,80.4,observed_published_capacity,published,32.0,138.56,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Ballantyne,Charlotte,NC,35.0411954,-80.863866,,pike13,ballantyne,,in_ring,Charlotte - Pineville,3.32,1,582,676,86.1,observed_published_capacity,published,32.0,138.56,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Cary,Cary,NC,35.7860794,-78.8750034,,pike13,cary,,in_ring,Apex,2.86,1,786,924,85.1,observed_published_capacity,published,32.5,140.72,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - West Omaha,Omaha,NE,41.233424,-96.1904913,,pike13,west-omaha,,prospective,O'Fallon,336.36,0,219,364,60.2,observed_published_capacity,published,32.5,140.72,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Bellevue,Bellevue,NE,41.1421252,-95.965604,,pike13,bellevue,,prospective,O'Fallon,323.08,0,279,368,75.8,observed_published_capacity,published,25.0,108.25,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Omaha,Omaha,NE,41.3080233,-96.1396916,,pike13,omaha,,prospective,O'Fallon,336.55,0,440,628,70.1,observed_published_capacity,published,29.0,125.57,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - North Bergen,North Bergen,NJ,40.77496680000001,-74.0343082,,pike13,north-bergen,,prospective,Woodland Park,11.59,0,1291,1592,81.1,observed_published_capacity,published,50.0,216.5,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Toms River,Toms River,NJ,39.9905336,-74.1777726,,pike13,toms-river,,prospective,North Brunswick,35.81,0,748,1212,61.7,observed_published_capacity,published,38.0,164.54,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Old Bridge,Old Bridge,NJ,40.3659774,-74.3024254,,pike13,old-bridge,,prospective,North Brunswick,11.24,0,658,828,79.5,observed_published_capacity,published,35.0,151.55,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Mount Laurel,Mount Laurel,NJ,39.937916,-74.9680903,,pike13,mount-laurel,,in_ring,Cherry Hill,2.65,1,763,960,79.5,observed_published_capacity,published,31.0,134.23,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Clark,Clark,NJ,40.631950784437805,-74.30523278357879,,pike13,clark,,in_ring,Short Hills,6.25,2,1212,1380,87.8,observed_published_capacity,published,38.0,164.54,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Henderson,Henderson,NV,36.0648649,-115.0402045,,pike13,henderson,,prospective,Tustin,224.73,0,568,772,73.6,observed_published_capacity,published,32.0,138.56,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Las Vegas,Las Vegas,NV,36.1975215,-115.252319,,pike13,las-vegas,,prospective,Tustin,223.41,0,925,1324,69.9,observed_published_capacity,published,32.0,138.56,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Amherst,Amherst,NY,42.9780878,-78.7847754,,pike13,amherst,,prospective,Cranberry Township,171.37,0,779,988,78.8,observed_published_capacity,published,35.0,151.55,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Strongsville,Strongsville,OH,41.2892275,-81.8357459,,pike13,strongsville,,prospective,Cranberry Township,99.01,0,379,620,61.1,observed_published_capacity,published,31.25,135.31,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - North Canton,Canton,OH,40.8486155,-81.4258529,,pike13,north-canton,,prospective,Cranberry Township,69.89,0,317,424,74.8,observed_published_capacity,published,35.0,151.55,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Beavercreek,Beavercreek,OH,39.7592851,-84.0534092,,pike13,beavercreek,,prospective,Noblesville,100.78,0,678,924,73.4,observed_published_capacity,published,30.0,129.9,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Springboro,Springboro,OH,39.5762033,-84.2313851,,pike13,springboro,,prospective,Noblesville,94.62,0,425,552,77.0,observed_published_capacity,published,29.25,126.65,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Westerville,Westerville,OH,40.1443851,-82.9251138,,pike13,westerville,,prospective,Ann Arbor,151.6,0,387,512,75.6,observed_published_capacity,published,31.25,135.31,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Powell,Powell,OH,40.1603167,-83.0963259,,pike13,powell,,prospective,Ann Arbor,148.23,0,748,988,75.7,observed_published_capacity,published,31.25,135.31,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - New Albany,Columbus,OH,40.0810104,-82.8509994,,pike13,new-albany,,prospective,Cranberry Township,150.74,0,885,1152,76.8,observed_published_capacity,published,31.25,135.31,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Crocker Park,Westlake,OH,41.4608147,-81.9567872,,pike13,crocker-park,,prospective,Sterling Heights,95.21,0,673,956,70.4,observed_published_capacity,published,31.25,135.31,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Oklahoma City,Oklahoma City,OK,35.5561278,-97.6450471,,pike13,oklahoma-city,,prospective,Frisco,171.19,0,421,528,79.7,observed_published_capacity,published,29.5,127.73,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Conshohocken,Conshohocken,PA,40.0957534,-75.286957,,pike13,conshohocken,,prospective,Paoli,11.13,0,,,,not_sized,none,31.0,134.23,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Horsham,Horsham,PA,40.180679,-75.1379156,,pike13,horsham,,in_ring,Warminster,2.64,1,1199,1444,83.0,observed_published_capacity,published,31.0,134.23,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Chattanooga,Chattanooga,TN,35.0355028,-85.1813887,,pike13,chattanooga-hamilton-place,,prospective,Sandy Plains,80.23,0,777,1056,73.6,observed_published_capacity,published,34.0,147.22,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Bryan College Station,Bryan,TX,30.6630548,-96.3225779,,pike13,bryan-college-station,,prospective,Katy,70.2,0,551,720,76.5,observed_published_capacity,published,30.75,133.15,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - San Antonio Live Oak,San Antonio,TX,29.5789838,-98.3404462,,pike13,san-antonio-live-oak,,prospective,Austin - Central,63.92,0,407,488,83.4,observed_published_capacity,published,27.0,116.91,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Corpus Christi,Corpus Christi,TX,27.697517,-97.3778111,,pike13,corpus-christi,,prospective,Richmond - Aliana,168.96,0,397,532,74.6,observed_published_capacity,published,26.0,112.58,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - South McAllen,McAllen,TX,26.1948814,-98.2800283,,pike13,south-mcallen,,prospective,Richmond - Aliana,286.0,0,298,436,68.3,observed_published_capacity,published,26.0,112.58,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - North Richland Hills,Richland Hills,TX,32.8564167,-97.1896935,,pike13,north-richland-hills,,prospective,Plano,25.65,0,574,676,84.9,observed_published_capacity,published,24.0,103.92,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Fort Worth Bryant Irvin,Fort Worth,TX,32.6797495,-97.4189324,,pike13,fort-worth-bryant-irvin,,prospective,Plano,43.34,0,562,696,80.7,observed_published_capacity,published,32.0,138.56,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Alliance/Keller,Fort Worth,TX,32.9152902,-97.3084617,,pike13,alliance-keller,,prospective,Frisco,29.42,0,943,1236,76.3,observed_published_capacity,published,32.0,138.56,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - San Antonio Dove Creek,San Antonio,TX,29.4271689,-98.7839384,,pike13,san-antonio-dove-creek,,prospective,Austin - Central,89.44,0,977,1196,81.7,observed_published_capacity,published,29.25,126.65,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Helotes,Helotes,TX,29.5563784,-98.6711713,,pike13,helotes,,prospective,Austin - Central,78.37,0,358,444,80.6,observed_published_capacity,published,29.25,126.65,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - North McAllen,McAllen,TX,26.2565307,-98.2223196,,pike13,north-mcallen,,prospective,Richmond - Aliana,280.49,0,476,684,69.6,observed_published_capacity,published,26.0,112.58,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Brownsville,Brownsville,TX,25.9649353,-97.5061636,,pike13,brownsville,,prospective,Richmond - Aliana,277.55,0,253,404,62.6,observed_published_capacity,published,26.0,112.58,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Coppell,Coppell,TX,32.9534887,-96.9608616,,pike13,coppell,,prospective,Plano,10.78,0,584,616,94.8,observed_published_capacity,published,29.5,127.73,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Humble,Humble,TX,30.0082787,-95.2803611,,pike13,humble,,prospective,Richmond - Aliana,35.3,0,235,280,83.9,observed_published_capacity,published,25.0,108.25,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - The Woodlands,Shenandoah,TX,30.1957016,-95.4540326,,pike13,the-woodlands,,prospective,Katy,38.69,0,244,348,70.1,observed_published_capacity,published,25.0,108.25,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Plano,Plano,TX,33.0288652,-96.8434538,,pike13,plano,,in_ring,Plano,2.81,2,350,452,77.4,observed_published_capacity,published,29.5,127.73,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Flower Mound,Flower Mound,TX,33.0690748,-97.0825397,,pike13,flower-mound,,prospective,Frisco,12.67,0,471,596,79.0,observed_published_capacity,published,30.0,129.9,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - West Frisco,Frisco,TX,33.1249297,-96.8914746,,pike13,west-frisco,,in_ring,Frisco,2.28,2,472,572,82.5,observed_published_capacity,published,30.0,129.9,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Central McKinney,McKinney,TX,33.2167851,-96.6849661,,pike13,central-mckinney,,in_ring,Allen,6.31,1,896,1064,84.2,observed_published_capacity,published,32.0,138.56,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - McKinney/Frisco,Frisco,TX,33.1753448,-96.7378643,,pike13,mckinney-frisco,,in_ring,Allen,5.86,2,629,704,89.3,observed_published_capacity,published,29.5,127.73,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Murphy,Murphy,TX,33.0121421,-96.6282999,,pike13,murphy,,in_ring,Allen,8.24,2,672,796,84.4,observed_published_capacity,published,29.5,127.73,pike13_single_visit_list
Aqua-Tots,Aqua-Tots Swim School - Richardson,Richardson,TX,32.9805762,-96.7677737,,pike13,richardson,,in_ring,Plano,3.43,1,408,528,77.3,observed_published_capacity,published,30.5,132.06,pike13_single_visit_list
